class, NOCom, NCLOC, DCP,,x,,,y,,,x*y,,z,,,x*z,,,,,,,m_nocom,m_ncloc,m_dcp,,,,,rank_nocom,rank_ncloc,rank_dcp,,d_nocom_ncloc^2,d_nocom_dcp^2
./src/main/java/org/jfree/chart/urls/TimeSeriesURLGenerator.java,5,90,50.82,,-1.742088608,3.034872717,,-55.03955696,3029.352831,,95.88378515,,-12.65136076,160.0569291,,22.03979146,,,,,,,,,,,95.88378515,22.03979145,,311,274,447,,1369,18496
./src/main/java/org/jfree/chart/urls/XYURLGenerator.java,3,5,92.42,,-3.742088608,14.00322715,,-140.039557,19611.07751,,524.0404307,,28.94863924,838.0237138,,-108.3283731,,,,,,,,,,,524.0404307,-108.3283731,,466,574,6,,11664,211600
./src/main/java/org/jfree/chart/urls/XYZURLGenerator.java,3,5,91.8,,-3.742088608,14.00322715,,-140.039557,19611.07751,,524.0404307,,28.32863924,802.5118012,,-106.0082782,,,,,,,,,,,524.0404307,-106.0082782,,466,574,15,,11664,203401
./src/main/java/org/jfree/chart/util/AttrStringUtils.java,8,182,39.13,,1.257911392,1.582341071,,36.96044304,1366.07435,,46.49296237,,-24.34136076,592.5018436,,-30.619275,,,,,,,,,,,46.49296237,-30.61927501,,165,153,592,,144,182329
./src/main/java/org/jfree/chart/util/DefaultShadowGenerator.java,8,158,44.37,,1.257911392,1.582341071,,12.96044304,167.9730837,,16.30308895,,-19.10136076,364.8619829,,-24.0278193,,,,,,,,,,,16.30308895,-24.02781931,,165,179,546,,196,145161
./src/main/java/org/jfree/chart/util/DirectionalGradientPaintTransformer.java,6,48,61.6,,-0.742088608,0.550695502,,-97.03955696,9416.675615,,72.01194971,,-1.87136076,3.501991094,,1.388715501,,,,,,,,,,,72.01194971,1.3887155,,259,384,285,,15625,676
./src/main/java/org/jfree/chart/util/ExportUtils.java,12,112,46.92,,5.257911392,27.64563221,,-33.03955696,1091.612324,,-173.719063,,-16.55136076,273.947543,,-87.02558829,,,,,,,,,,,-173.719063,-87.0255883,,62,239,515,,31329,205209
./src/main/java/org/jfree/chart/util/GradientPaintTransformer.java,2,6,87.23,,-4.742088608,22.48740436,,-139.039557,19331.9984,,659.3378991,,23.75863924,564.4729385,,-112.6655725,,,,,,,,,,,659.3378991,-112.6655725,,539,531,122,,64,173889
./src/main/java/org/jfree/chart/util/GradientPaintTransformType.java,2,7,82.5,,-4.742088608,22.48740436,,-138.039557,19054.91929,,654.5958105,,19.02863924,362.0891113,,-90.23549337,,,,,,,,,,,654.5958105,-90.23549336,,539,519,157,,400,145924
./src/main/java/org/jfree/chart/util/PaintAlpha.java,5,144,59.44,,-1.742088608,3.034872717,,-1.039556962,1.080678677,,1.81100034,,-4.03136076,16.25186958,,7.022987655,,,,,,,,,,,1.81100034,7.022987652,,311,198,313,,12769,4
./src/main/java/org/jfree/chart/util/ShadowGenerator.java,4,7,89.71,,-2.742088608,7.519049932,,-138.039557,19054.91929,,378.5166965,,26.23863924,688.4661892,,-71.94867375,,,,,,,,,,,378.5166965,-71.94867374,,380,519,69,,19321,96721
./src/main/java/org/jfree/chart/util/StandardGradientPaintTransformer.java,2,79,49.36,,-4.742088608,22.48740436,,-66.03955696,4361.223084,,313.1654307,,-14.11136076,199.1305025,,66.9173231,,,,,,,,,,,313.1654307,66.9173231,,539,295,472,,59536,4489
./src/main/java/org/jfree/chart/util/StringUtils.java,5,25,71.26,,-1.742088608,3.034872717,,-120.039557,14409.49524,,209.1195446,,7.78863924,60.66290121,,-13.56849969,,,,,,,,,,,209.1195446,-13.56849969,,311,444,201,,17689,12100
./src/main/java/org/jfree/data/category/CategoryDataset.java,4,6,90.77,,-2.742088608,7.519049932,,-139.039557,19331.9984,,381.2587852,,27.29863924,745.2157044,,-74.85528767,,,,,,,,,,,381.2587852,-74.85528766,,380,531,46,,22801,111556
./src/main/java/org/jfree/data/category/CategoryRangeInfo.java,3,7,88.71,,-3.742088608,14.00322715,,-138.039557,19054.91929,,516.5562535,,25.23863924,636.9889107,,-94.44522438,,,,,,,,,,,516.5562535,-94.44522437,,466,519,89,,2809,142129
./src/main/java/org/jfree/data/category/CategoryToPieDataset.java,8,155,48.68,,1.257911392,1.582341071,,9.960443038,99.21042551,,12.52935477,,-14.79136076,218.7843531,,-18.6062212,,,,,,,,,,,12.52935477,-18.60622121,,165,185,485,,400,102400
./src/main/java/org/jfree/data/category/DefaultCategoryDataset.java,7,146,64.56,,0.257911392,0.066518286,,0.960443038,0.922450829,,0.247709201,,1.08863924,1.185135395,,0.280772462,,,,,,,,,,,0.247709201,0.280772462,,211,197,252,,196,1681
./src/main/java/org/jfree/data/category/DefaultIntervalCategoryDataset.java,8,380,48.79,,1.257911392,1.582341071,,234.960443,55206.40979,,295.5594181,,-14.68136076,215.5423538,,-18.46785095,,,,,,,,,,,295.5594181,-18.46785096,,165,53,483,,12544,101124
./src/main/java/org/jfree/data/category/IntervalCategoryDataset.java,5,8,90.8,,-1.742088608,3.034872717,,-137.039557,18779.84017,,238.735051,,27.32863924,746.8545227,,-47.60891109,,,,,,,,,,,238.735051,-47.60891108,,311,512,44,,40401,71289
./src/main/java/org/jfree/data/category/SlidingCategoryDataset.java,8,152,56.32,,1.257911392,1.582341071,,6.960443038,48.44776728,,8.755620594,,-7.15136076,51.14196072,,-8.995778168,,,,,,,,,,,8.755620594,-8.995778171,,165,190,362,,625,38809
./src/main/java/org/jfree/data/ComparableObjectItem.java,8,56,63.4,,1.257911392,1.582341071,,-89.03955696,7928.042704,,-112.0038731,,-0.07136076,0.005092358,,-0.089765513,,,,,,,,,,,-112.0038731,-0.089765512,,165,357,262,,36864,9409
./src/main/java/org/jfree/data/ComparableObjectSeries.java,12,209,50.94,,5.257911392,27.64563221,,63.96044304,4090.938274,,336.2983421,,-12.53136076,157.0350025,,-65.8887845,,,,,,,,,,,336.2983421,-65.8887845,,62,128,443,,4356,145161
./src/main/java/org/jfree/data/DataUtils.java,7,126,48.99,,0.257911392,0.066518286,,-19.03955696,362.5047293,,-4.910518647,,-14.48136076,209.7098095,,-3.734907912,,,,,,,,,,,-4.910518647,-3.734907917,,211,220,477,,81,70756
./src/main/java/org/jfree/data/DefaultKeyedValue.java,7,56,62.42,,0.257911392,0.066518286,,-89.03955696,7928.042704,,-22.96431612,,-1.05136076,1.105359448,,-0.271157917,,,,,,,,,,,-22.96431612,-0.271157917,,211,357,275,,21316,4096
./src/main/java/org/jfree/data/DefaultKeyedValues.java,9,203,50.85,,2.257911392,5.098163856,,57.96044304,3359.412957,,130.8695446,,-12.62136076,159.2987474,,-28.49791424,,,,,,,,,,,130.8695446,-28.49791425,,139,135,445,,16,93636
./src/main/java/org/jfree/data/DefaultKeyedValues2D.java,13,255,49.7,,6.257911392,39.161455,,109.960443,12091.29903,,688.1227092,,-13.77136076,189.6503772,,-86.17995538,,,,,,,,,,,688.1227092,-86.17995539,,51,94,465,,1849,171396
./src/main/java/org/jfree/data/DomainInfo.java,5,6,91.89,,-1.742088608,3.034872717,,-139.039557,19331.9984,,242.2192282,,28.41863924,807.6190563,,-49.50778767,,,,,,,,,,,242.2192282,-49.50778766,,311,531,13,,48400,88804
./src/main/java/org/jfree/data/DomainOrder.java,6,6,87.23,,-0.742088608,0.550695502,,-139.039557,19331.9984,,103.1796712,,23.75863924,564.4729385,,-17.63101552,,,,,,,,,,,103.1796712,-17.63101551,,259,531,122,,73984,18769
./src/main/java/org/jfree/data/flow/DefaultFlowDataset.java,2,181,48.29,,-4.742088608,22.48740436,,35.96044304,1293.153463,,-170.5276073,,-15.18136076,230.4737145,,71.99135791,,,,,,,,,,,-170.5276073,71.99135791,,539,154,493,,148225,2116
./src/main/java/org/jfree/data/flow/FlowDataset.java,2,14,88.62,,-4.742088608,22.48740436,,-131.039557,17171.36549,,621.4011902,,25.14863924,632.4540556,,-119.2570756,,,,,,,,,,,621.4011902,-119.2570756,,539,462,98,,5929,194481
./src/main/java/org/jfree/data/flow/FlowDatasetUtils.java,2,93,52.06,,-4.742088608,22.48740436,,-52.03955696,2708.115489,,246.7761902,,-11.41136076,130.2191544,,54.11368386,,,,,,,,,,,246.7761902,54.11368385,,539,271,428,,71824,12321
./src/main/java/org/jfree/data/flow/FlowKey.java,2,66,57.69,,-4.742088608,22.48740436,,-79.03955696,6247.251565,,374.8125826,,-5.78136076,33.42413224,,27.415725,,,,,,,,,,,374.8125826,27.41572499,,539,328,347,,44521,36864
./src/main/java/org/jfree/data/flow/NodeKey.java,2,56,60,,-4.742088608,22.48740436,,-89.03955696,7928.042704,,422.2334687,,-3.47136076,12.05034553,,16.46150031,,,,,,,,,,,422.2334687,16.46150031,,539,357,309,,33124,52900
./src/main/java/org/jfree/data/function/Function2D.java,4,4,92.59,,-2.742088608,7.519049932,,-141.039557,19892.15663,,386.7429624,,29.11863924,847.8951512,,-79.84588894,,,,,,,,,,,386.7429624,-79.84588893,,380,617,3,,56169,142129
./src/main/java/org/jfree/data/function/LineFunction2D.java,4,42,65.29,,-2.742088608,7.519049932,,-103.039557,10617.1503,,282.5435953,,1.81863924,3.307448685,,-4.986869942,,,,,,,,,,,282.5435953,-4.986869943,,380,400,243,,400,18769
./src/main/java/org/jfree/data/function/NormalDistributionFunction2D.java,4,50,61.24,,-2.742088608,7.519049932,,-95.03955696,9032.517388,,260.6068864,,-2.23136076,4.978970841,,6.11858892,,,,,,,,,,,260.6068864,6.118588918,,380,376,290,,16,8100
./src/main/java/org/jfree/data/function/PolynomialFunction2D.java,6,38,67.52,,-0.742088608,0.550695502,,-107.039557,11457.46675,,79.43283578,,4.04863924,16.3914797,,-3.004449058,,,,,,,,,,,79.43283578,-3.004449057,,259,414,226,,24025,1089
./src/main/java/org/jfree/data/function/PowerFunction2D.java,4,42,65.29,,-2.742088608,7.519049932,,-103.039557,10617.1503,,282.5435953,,1.81863924,3.307448685,,-4.986869942,,,,,,,,,,,282.5435953,-4.986869943,,380,400,243,,400,18769
./src/main/java/org/jfree/data/gantt/GanttCategoryDataset.java,4,15,90.63,,-2.742088608,7.519049932,,-130.039557,16910.28637,,356.5799877,,27.15863924,737.5916854,,-74.47139527,,,,,,,,,,,356.5799877,-74.47139526,,380,459,51,,6241,108241
./src/main/java/org/jfree/data/gantt/SlidingGanttCategoryDataset.java,6,283,54.13,,-0.742088608,0.550695502,,137.960443,19033.08384,,-102.3788731,,-9.34136076,87.26102085,,6.932117403,,,,,,,,,,,-102.3788731,6.932117399,,259,80,394,,32041,18225
./src/main/java/org/jfree/data/gantt/Task.java,8,98,57.21,,1.257911392,1.582341071,,-47.03955696,2212.719919,,-59.1715946,,-6.26136076,39.20463857,,-7.876237029,,,,,,,,,,,-59.1715946,-7.876237031,,165,262,352,,9409,34969
./src/main/java/org/jfree/data/gantt/TaskSeries.java,8,79,57.07,,1.257911392,1.582341071,,-66.03955696,4361.223084,,-83.07191105,,-6.40136076,40.97741958,,-8.052344624,,,,,,,,,,,-83.07191105,-8.052344626,,165,295,353,,16900,35344
./src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java,11,316,50.08,,4.257911392,18.12980943,,170.960443,29227.47308,,727.9344181,,-13.39136076,179.328543,,-57.01922753,,,,,,,,,,,727.9344181,-57.01922754,,88,72,459,,256,137641
./src/main/java/org/jfree/data/gantt/XYTaskDataset.java,6,203,54.38,,-0.742088608,0.550695502,,57.96044304,3359.412957,,-43.01178447,,-9.09136076,82.65284047,,6.746595251,,,,,,,,,,,-43.01178447,6.746595247,,259,135,387,,15376,16384
./src/main/java/org/jfree/data/general/AbstractDataset.java,7,70,68.33,,0.257911392,0.066518286,,-75.03955696,5630.935109,,-19.35355662,,4.85863924,23.60637526,,1.25309841,,,,,,,,,,,-19.35355662,1.253098412,,211,318,222,,11449,121
./src/main/java/org/jfree/data/general/AbstractSeriesDataset.java,3,28,72,,-3.742088608,14.00322715,,-117.039557,13698.25789,,437.9723927,,8.52863924,72.73768729,,-31.91492374,,,,,,,,,,,437.9723927,-31.91492374,,466,439,198,,729,71824
./src/main/java/org/jfree/data/general/Dataset.java,4,5,91.23,,-2.742088608,7.519049932,,-140.039557,19611.07751,,384.0008738,,27.75863924,770.5420525,,-76.11664843,,,,,,,,,,,384.0008738,-76.11664842,,380,574,35,,37636,119025
./src/main/java/org/jfree/data/general/DatasetChangeEvent.java,3,11,86.25,,-3.742088608,14.00322715,,-134.039557,17966.60283,,501.5878991,,22.77863924,518.8664056,,-85.23968641,,,,,,,,,,,501.5878991,-85.2396864,,466,490,139,,576,106929
./src/main/java/org/jfree/data/general/DatasetChangeListener.java,3,5,91.23,,-3.742088608,14.00322715,,-140.039557,19611.07751,,524.0404307,,27.75863924,770.5420525,,-103.8752877,,,,,,,,,,,524.0404307,-103.8752877,,466,574,35,,11664,185761
./src/main/java/org/jfree/data/general/DatasetUtils.java,13,1459,37.27,,6.257911392,39.161455,,1313.960443,1726492.046,,8222.648026,,-26.20136076,686.5113057,,-163.965794,,,,,,,,,,,8222.648026,-163.965794,,51,5,610,,2116,312481
./src/main/java/org/jfree/data/general/DefaultHeatMapDataset.java,7,136,55.7,,0.257911392,0.066518286,,-9.039556962,81.71359007,,-2.331404723,,-7.77136076,60.39404806,,-2.004322471,,,,,,,,,,,-2.331404723,-2.004322474,,211,209,370,,4,25281
./src/main/java/org/jfree/data/general/DefaultKeyedValueDataset.java,4,78,56.91,,-2.742088608,7.519049932,,-67.03955696,4494.302198,,183.8284054,,-6.56136076,43.05145502,,17.99183259,,,,,,,,,,,183.8284054,17.99183259,,380,302,357,,6084,529
./src/main/java/org/jfree/data/general/DefaultKeyedValues2DDataset.java,3,8,85.96,,-3.742088608,14.00322715,,-137.039557,18779.84017,,512.8141649,,22.48863924,505.7388949,,-84.15448071,,,,,,,,,,,512.8141649,-84.1544807,,466,512,145,,2116,103041
./src/main/java/org/jfree/data/general/DefaultKeyedValuesDataset.java,3,5,89.13,,-3.742088608,14.00322715,,-140.039557,19611.07751,,524.0404307,,25.65863924,658.3657676,,-96.0169016,,,,,,,,,,,524.0404307,-96.01690159,,466,574,78,,11664,150544
./src/main/java/org/jfree/data/general/DefaultPieDataset.java,14,127,60.68,,7.257911392,52.67727778,,-18.03955696,325.4256154,,-130.929506,,-2.79136076,7.791694892,,-20.25944906,,,,,,,,,,,-130.929506,-20.25944906,,42,218,297,,30976,65025
./src/main/java/org/jfree/data/general/DefaultValueDataset.java,6,42,67.19,,-0.742088608,0.550695502,,-103.039557,10617.1503,,76.46448135,,3.71863924,13.8282778,,-2.759559817,,,,,,,,,,,76.46448135,-2.759559816,,259,400,229,,19881,900
./src/main/java/org/jfree/data/general/HeatMapDataset.java,3,13,90.78,,-3.742088608,14.00322715,,-132.039557,17434.4446,,494.1037219,,27.30863924,745.7617771,,-102.1913478,,,,,,,,,,,494.1037219,-102.1913478,,466,467,45,,1,177241
./src/main/java/org/jfree/data/general/HeatMapUtils.java,4,50,57.98,,-2.742088608,7.519049932,,-95.03955696,9032.517388,,260.6068864,,-5.49136076,30.155043,,15.05779778,,,,,,,,,,,260.6068864,15.05779778,,380,376,346,,16,1156
./src/main/java/org/jfree/data/general/KeyedValueDataset.java,2,4,91.49,,-4.742088608,22.48740436,,-141.039557,19892.15663,,668.8220763,,28.01863924,785.0441449,,-132.86687,,,,,,,,,,,668.8220763,-132.8668699,,539,617,26,,6084,263169
./src/main/java/org/jfree/data/general/KeyedValues2DDataset.java,3,4,91.49,,-3.742088608,14.00322715,,-141.039557,19892.15663,,527.7825193,,28.01863924,785.0441449,,-104.8482307,,,,,,,,,,,527.7825193,-104.8482307,,466,617,26,,22801,193600
./src/main/java/org/jfree/data/general/KeyedValuesDataset.java,3,4,90.7,,-3.742088608,14.00322715,,-141.039557,19892.15663,,527.7825193,,27.22863924,741.3987949,,-101.8919807,,,,,,,,,,,527.7825193,-101.8919807,,466,617,50,,22801,173056
./src/main/java/org/jfree/data/general/PieDataset.java,5,5,89.8,,-1.742088608,3.034872717,,-140.039557,19611.07751,,243.9613168,,26.32863924,693.1972442,,-45.86682248,,,,,,,,,,,243.9613168,-45.86682247,,311,574,66,,69169,60025
./src/main/java/org/jfree/data/general/Series.java,12,79,64.25,,5.257911392,27.64563221,,-66.03955696,4361.223084,,-347.2301389,,0.77863924,0.606279066,,4.09401613,,,,,,,,,,,-347.2301389,4.094016133,,62,295,255,,54289,37249
./src/main/java/org/jfree/data/general/SeriesChangeEvent.java,2,9,84.48,,-4.742088608,22.48740436,,-136.039557,18506.76106,,645.1116333,,21.00863924,441.3629227,,-99.62482881,,,,,,,,,,,645.1116333,-99.6248288,,539,507,150,,1024,151321
./src/main/java/org/jfree/data/general/SeriesChangeListener.java,3,5,90.74,,-3.742088608,14.00322715,,-140.039557,19611.07751,,524.0404307,,27.26863924,743.578686,,-102.0416643,,,,,,,,,,,524.0404307,-102.0416642,,466,574,47,,11664,175561
./src/main/java/org/jfree/data/general/SeriesDataset.java,6,11,85.9,,-0.742088608,0.550695502,,-134.039557,17966.60283,,99.46922819,,22.42863924,503.0438582,,-16.64403767,,,,,,,,,,,99.46922819,-16.64403766,,259,490,146,,53361,12769
./src/main/java/org/jfree/data/general/SeriesException.java,2,8,86.21,,-4.742088608,22.48740436,,-137.039557,18779.84017,,649.8537219,,22.73863924,517.0457145,,-107.8286421,,,,,,,,,,,649.8537219,-107.8286421,,539,512,142,,729,157609
./src/main/java/org/jfree/data/general/ValueDataset.java,2,4,91.49,,-4.742088608,22.48740436,,-141.039557,19892.15663,,668.8220763,,28.01863924,785.0441449,,-132.86687,,,,,,,,,,,668.8220763,-132.8668699,,539,617,26,,6084,263169
./src/main/java/org/jfree/data/general/WaferMapDataset.java,5,109,60.07,,-1.742088608,3.034872717,,-36.03955696,1298.849666,,62.78410161,,-3.40136076,11.56925502,,5.925471832,,,,,,,,,,,62.78410161,5.925471829,,311,245,308,,4356,9
./src/main/java/org/jfree/data/io/CSV.java,2,96,48.39,,-4.742088608,22.48740436,,-49.03955696,2404.878147,,232.5499244,,-15.08136076,227.4474424,,71.51714905,,,,,,,,,,,232.5499244,71.51714904,,539,268,491,,73441,2304
./src/main/java/org/jfree/data/ItemKey.java,4,4,91.49,,-2.742088608,7.519049932,,-141.039557,19892.15663,,386.7429624,,28.01863924,785.0441449,,-76.82959147,,,,,,,,,,,386.7429624,-76.82959146,,380,617,26,,56169,125316
./src/main/java/org/jfree/data/json/impl/JSONArray.java,4,72,50,,-2.742088608,7.519049932,,-73.03955696,5334.776881,,200.280937,,-13.47136076,181.4775607,,36.93966487,,,,,,,,,,,200.280937,36.93966487,,380,312,460,,4624,6400
./src/main/java/org/jfree/data/json/impl/JSONAware.java,2,4,90.24,,-4.742088608,22.48740436,,-141.039557,19892.15663,,668.8220763,,26.76863924,716.5600468,,-126.9392592,,,,,,,,,,,668.8220763,-126.9392592,,539,617,58,,6084,231361
./src/main/java/org/jfree/data/json/impl/JSONObject.java,4,85,51.43,,-2.742088608,7.519049932,,-60.03955696,3604.7484,,164.6337852,,-12.04136076,144.994369,,33.01847816,,,,,,,,,,,164.6337852,33.01847816,,380,282,435,,9604,3025
./src/main/java/org/jfree/data/json/impl/JSONStreamAware.java,3,6,86.96,,-3.742088608,14.00322715,,-139.039557,19331.9984,,520.2983421,,23.48863924,551.7161733,,-87.89656932,,,,,,,,,,,520.2983421,-87.89656931,,466,531,131,,4225,112225
./src/main/java/org/jfree/data/json/impl/JSONValue.java,4,156,50.32,,-2.742088608,7.519049932,,10.96044304,120.1313116,,-30.05450599,,-13.15136076,172.9582898,,36.06219652,,,,,,,,,,,-30.05450599,36.06219651,,380,183,456,,38809,5776
./src/main/java/org/jfree/data/json/JSONUtils.java,7,102,45.45,,0.257911392,0.066518286,,-43.03955696,1852.403463,,-11.10039206,,-18.02136076,324.7694436,,-4.647914239,,,,,,,,,,,-11.10039206,-4.647914247,,211,257,536,,2116,105625
./src/main/java/org/jfree/data/KeyedObject.java,8,56,58.52,,1.257911392,1.582341071,,-89.03955696,7928.042704,,-112.0038731,,-4.95136076,24.51597338,,-6.228373106,,,,,,,,,,,-112.0038731,-6.228373107,,165,357,334,,36864,28561
./src/main/java/org/jfree/data/KeyedObjects.java,8,149,52.7,,1.257911392,1.582341071,,3.960443038,15.68510906,,4.981886416,,-10.77136076,116.0222126,,-13.54941741,,,,,,,,,,,4.981886416,-13.54941741,,165,192,419,,729,64516
./src/main/java/org/jfree/data/KeyedObjects2D.java,7,244,47.19,,0.257911392,0.066518286,,98.96044304,9793.169286,,25.52302566,,-16.28136076,265.0827082,,-4.199148417,,,,,,,,,,,25.52302566,-4.199148424,,211,98,506,,12769,87025
./src/main/java/org/jfree/data/KeyedValue.java,4,4,92,,-2.742088608,7.519049932,,-141.039557,19892.15663,,386.7429624,,28.52863924,813.8832569,,-78.22805666,,,,,,,,,,,386.7429624,-78.22805665,,380,617,11,,56169,136161
./src/main/java/org/jfree/data/KeyedValueComparator.java,9,84,44.37,,2.257911392,5.098163856,,-61.03955696,3725.827514,,-137.8219111,,-19.10136076,364.8619829,,-43.12918006,,,,,,,,,,,-137.8219111,-43.12918007,,139,285,546,,21316,165649
./src/main/java/org/jfree/data/KeyedValueComparatorType.java,5,5,90.38,,-1.742088608,3.034872717,,-140.039557,19611.07751,,243.9613168,,26.90863924,724.0748657,,-46.87723388,,,,,,,,,,,243.9613168,-46.87723387,,311,574,56,,69169,65025
./src/main/java/org/jfree/data/KeyedValues.java,5,8,91.01,,-1.742088608,3.034872717,,-137.039557,18779.84017,,238.735051,,27.53863924,758.3766512,,-47.9747497,,,,,,,,,,,238.735051,-47.97474969,,311,512,40,,40401,73441
./src/main/java/org/jfree/data/KeyedValues2D.java,6,12,88.35,,-0.742088608,0.550695502,,-133.039557,17699.52372,,98.72713958,,24.87863924,618.9466904,,-18.46215476,,,,,,,,,,,98.72713958,-18.46215475,,259,474,105,,46225,23716
./src/main/java/org/jfree/data/KeyedValues2DItemKey.java,9,72,48.94,,2.257911392,5.098163856,,-73.03955696,5334.776881,,-164.9168478,,-14.53136076,211.1604455,,-32.810525,,,,,,,,,,,-164.9168478,-32.81052501,,139,312,481,,29929,116964
./src/main/java/org/jfree/data/KeyedValuesItemKey.java,7,49,54.21,,0.257911392,0.066518286,,-96.03955696,9223.596501,,-24.76969586,,-9.26136076,85.77280313,,-2.388610445,,,,,,,,,,,-24.76969586,-2.388610449,,211,378,391,,27889,32400
./src/main/java/org/jfree/data/KeyToGroupMap.java,16,162,43.55,,9.257911392,85.70892335,,16.96044304,287.656628,,157.0182788,,-19.92136076,396.8606145,,-184.4301927,,,,,,,,,,,157.0182788,-184.4301927,,25,176,558,,22801,284089
./src/main/java/org/jfree/data/Range.java,8,196,53.77,,1.257911392,1.582341071,,50.96044304,2596.966755,,64.10372186,,-9.70136076,94.1164006,,-12.20345222,,,,,,,,,,,64.10372186,-12.20345222,,165,142,400,,529,55225
./src/main/java/org/jfree/data/RangeInfo.java,4,6,91.43,,-2.742088608,7.519049932,,-139.039557,19331.9984,,381.2587852,,27.95863924,781.6855082,,-76.66506616,,,,,,,,,,,381.2587852,-76.66506615,,380,531,31,,22801,121801
./src/main/java/org/jfree/data/RangeType.java,5,6,88.68,,-1.742088608,3.034872717,,-139.039557,19331.9984,,242.2192282,,25.20863924,635.4754923,,-43.91568324,,,,,,,,,,,242.2192282,-43.91568323,,311,531,90,,48400,48841
./src/main/java/org/jfree/data/resources/DataPackageResources.java,2,12,80.65,,-4.742088608,22.48740436,,-133.039557,17699.52372,,630.8853674,,17.17863924,295.1056461,,-81.46262944,,,,,,,,,,,630.8853674,-81.46262944,,539,474,167,,4225,138384
./src/main/java/org/jfree/data/resources/DataPackageResources_de.java,2,12,80.65,,-4.742088608,22.48740436,,-133.039557,17699.52372,,630.8853674,,17.17863924,295.1056461,,-81.46262944,,,,,,,,,,,630.8853674,-81.46262944,,539,474,167,,4225,138384
./src/main/java/org/jfree/data/resources/DataPackageResources_es.java,2,12,80.65,,-4.742088608,22.48740436,,-133.039557,17699.52372,,630.8853674,,17.17863924,295.1056461,,-81.46262944,,,,,,,,,,,630.8853674,-81.46262944,,539,474,167,,4225,138384
./src/main/java/org/jfree/data/resources/DataPackageResources_fr.java,2,12,80.33,,-4.742088608,22.48740436,,-133.039557,17699.52372,,630.8853674,,16.85863924,284.213717,,-79.94516109,,,,,,,,,,,630.8853674,-79.94516108,,539,474,173,,4225,133956
./src/main/java/org/jfree/data/resources/DataPackageResources_pl.java,2,12,80.95,,-4.742088608,22.48740436,,-133.039557,17699.52372,,630.8853674,,17.47863924,305.5028297,,-82.88525602,,,,,,,,,,,630.8853674,-82.88525602,,539,474,164,,4225,140625
./src/main/java/org/jfree/data/resources/DataPackageResources_ru.java,2,12,79.66,,-4.742088608,22.48740436,,-133.039557,17699.52372,,630.8853674,,16.18863924,262.0720404,,-76.76796172,,,,,,,,,,,630.8853674,-76.76796171,,539,474,176,,4225,131769
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerCalculator.java,7,110,44.72,,0.257911392,0.066518286,,-35.03955696,1227.770552,,-9.037100925,,-18.75136076,351.6135304,,-4.836189556,,,,,,,,,,,-9.037100925,-4.836189563,,211,242,543,,961,110224
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerCategoryDataset.java,4,24,88.99,,-2.742088608,7.519049932,,-121.039557,14650.57435,,331.9011902,,25.51863924,651.2009487,,-69.97436995,,,,,,,,,,,331.9011902,-69.97436994,,380,447,82,,4489,88804
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerItem.java,7,125,52.47,,0.257911392,0.066518286,,-20.03955696,401.5838432,,-5.168430039,,-11.00136076,121.0299386,,-2.837376268,,,,,,,,,,,-5.168430039,-2.837376272,,211,223,425,,144,45796
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerXYDataset.java,5,17,89.7,,-1.742088608,3.034872717,,-128.039557,16394.12815,,223.0562535,,26.22863924,687.9415164,,-45.69261362,,,,,,,,,,,223.0562535,-45.69261361,,311,458,71,,21609,57600
./src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,8,412,52.59,,1.257911392,1.582341071,,266.960443,71267.87815,,335.8125826,,-10.88136076,118.404012,,-13.68778766,,,,,,,,,,,335.8125826,-13.68778766,,165,45,422,,14400,66049
./src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java,7,239,54.3,,0.257911392,0.066518286,,93.96044304,8828.564856,,24.23346869,,-9.17136076,84.11385819,,-2.36539842,,,,,,,,,,,24.23346869,-2.365398424,,211,101,388,,12100,31329
./src/main/java/org/jfree/data/statistics/DefaultMultiValueCategoryDataset.java,7,196,48.42,,0.257911392,0.066518286,,50.96044304,2596.966755,,13.14327882,,-15.05136076,226.5434607,,-3.881917405,,,,,,,,,,,13.14327882,-3.881917411,,211,142,490,,4761,77841
./src/main/java/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java,8,363,46.93,,1.257911392,1.582341071,,217.960443,47506.75473,,274.1749244,,-16.54136076,273.6166158,,-20.80756614,,,,,,,,,,,274.1749244,-20.80756615,,165,59,514,,11236,121801
./src/main/java/org/jfree/data/statistics/HistogramBin.java,3,62,60.26,,-3.742088608,14.00322715,,-83.03955696,6895.56802,,310.7413801,,-3.21136076,10.31283793,,12.01719652,,,,,,,,,,,310.7413801,12.01719651,,466,341,307,,15625,25281
./src/main/java/org/jfree/data/statistics/HistogramDataset.java,8,213,54.19,,1.257911392,1.582341071,,67.96044304,4618.621818,,85.48821553,,-9.28136076,86.14365756,,-11.67512943,,,,,,,,,,,85.48821553,-11.67512944,,165,125,392,,1600,51529
